
Full Link Report

Report Save Time: 2024-10-04 09:00:31   |   End Date: 2024-10-04 00:00:00

Link Name,Site A Name,Site A Location,Site A IP,Site A Physical Port,Site Z Name,Site Z Location,Site Z IP,Site Z Physical Port,Link Configuration,Site A Radio,Site Z Radio,Site A Tx Freq [MHz],Site Z Tx Freq [MHz],Site A Tx Freq Min [MHz],Site Z Tx Freq Min [MHz],Site A Tx Freq Max [MHz],Site Z Tx Freq Max [MHz],ATPC,Site A Radio Link ID,Site Z Radio Link ID,Site A Max Power (Preset) [dBm],Site Z Max Power (Preset) [dBm],Site A Tx Power (Current) [dBm],Site Z Tx Power (Current) [dBm],Site A Rx Level (Current) [dBm],Site Z Rx Level (Current) [dBm],Site A Max Tx Power (Last 24 h) [dBm],Site Z Max Tx Power (Last 24 h) [dBm],Site A Min Tx Power (Last 24 h) [dBm],Site Z Min Tx Power (Last 24 h) [dBm],Site A Max Rx Level (Last 24 h) [dBm],Site Z Max Rx Level (Last 24 h) [dBm],Site A Min Rx Level (Last 24 h) [dBm],Site Z Min Rx Level (Last 24 h) [dBm],Site A Radio Script,Site Z Radio Script,MRMC Script Operational Mode,MRMC Script Profile,MRMC Script Maximum Profile,MRMC Script Minimum Profile,Site A MRMC Threshold 1,Site Z MRMC Threshold 1,Site A MRMC Threshold 2,Site Z MRMC Threshold 2,Site A Above MRMC Threshold 1 (Last 24 h) [sec],Site Z Above MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 1 (Last 24 h) [sec],Site Z Below MRMC Threshold 1 (Last 24 h) [sec],Site A Below MRMC Threshold 2 (Last 24 h) [sec],Site Z Below MRMC Threshold 2 (Last 24 h) [sec],Site A Radio Script Max Capacity [Mb/s],Site Z Radio Script Max Capacity [Mb/s],Site A Max HW Radio Capacity [Mb/s],Site Z Max HW Radio Capacity [Mb/s],Total Link Supported Capacity [Mb/s],Site A Max Ethernet Capacity [Mb/s],Site Z Max Ethernet Capacity [Mb/s],Site A Peak Capacity (Last 24 h) [Mb/s],Site Z Peak Capacity (Last 24 h) [Mb/s],Site A Avg Capacity (Last 24 h) [Mb/s],Site Z Avg Capacity (Last 24 h) [Mb/s],Site A Capacity Exceeded (Last 24 h) [sec],Site Z Capacity Exceeded (Last 24 h) [sec],Site A Peak Throughput (Last 24 h) [Mb/s],Site Z Peak Throughput (Last 24 h) [Mb/s],Site A Avg Throughput (Last 24 h) [Mb/s],Site Z Avg Throughput (Last 24 h) [Mb/s],Site A Min Throughput (Last 24 h) [Mb/s],Site Z Min Throughput (Last 24 h) [Mb/s],Site A Throughput Exceeded (Last 24 h) [sec],Site Z Throughput Exceeded (Last 24 h) [sec],Site A Peak Utilization (Last 24 h) [%],Site Z Peak Utilization (Last 24 h) [%],Site A Avg Utilization (Last 24 h) [%],Site Z Avg Utilization (Last 24 h) [%],Site A Utilization Threshold 1,Site Z Utilization Threshold 1,Site A Utilization Threshold 2,Site Z Utilization Threshold 2,Site A Utilization Threshold 3,Site Z Utilization Threshold 3,Site A Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 1 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 2 (Last 24 h) [sec],Site A Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site Z Exceeding Utilization Threshold 3 (Last 24 h) [sec],Site A Below Utilization Threshold 3 (Last 24 h) [sec],Site Z Below Utilization Threshold 3 (Last 24 h) [sec],Site A Max E1/T1,Site Z Max E1/T1,Site A Active E1/T1,Site Z Active E1/T1,Site A E1/T1 Utilization [%],Site Z E1/T1 Utilization [%],Site A Frame Error Rate (Last 24 h) [%],Site Z Frame Error Rate (Last 24 h) [%]
"INKA005936_KBAN_I_C_I2C1 - INKA007014_KBAN_I_C_I2C2","INKA005936_KBAN_I_C_I2C1","INKA005936","2402:8100:4000:0:0:f:1f00:6c5","Slot 2 / Port 1","INKA007014_KBAN_I_C_I2C2","INKA007014","2402:8100:4000:0:0:f:1f00:6c4","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15159","14739","15117","14697","15341","14921","Disable","1","1","18","18","15","15","-33","-31","15","15","15","15","-32","-30","-34","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","55","280","2","26","0","0","53","276","2","25","0","0","0","0","11","57","0","4","0","0","0","0","0","0","0","0","22005","74468","0","0","64394","11931","135","135","0","0","0","0","0","0"
"INKL224163_PAZG_I_C_I2C1 - IDKL103783_PAZG_I_C_I2C1","INKL224163_PAZG_I_C_I2C1","INKL224163","2402:8100:4000:0:0:1:1f40:b81","Slot 2 / Port 1","IDKL103783_PAZG_I_C_I2C1","IDKL103783","2402:8100:4000:0:0:1:1f40:b80","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","9","9","-30","-29","9","9","9","9","-30","-29","-32","-31","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","39","229","3","44","0","0","37","226","3","43","0","0","0","0","7","46","0","8","0","0","0","0","0","0","0","0","40159","79779","0","0","46241","6620","135","135","0","0","0","0","0","0"
"INKA000079_KBAN_I_C_I2C3 - INKA002923_KBAN_I_C_I2C1","INKA000079_KBAN_I_C_I2C3","INKA000079","2402:8100:4000:0:0:f:1f00:42e","Slot 2 / Port 2","INKA002923_KBAN_I_C_I2C1","INKA002923","2402:8100:4000:0:0:f:1f00:42c","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","21294","22526","21200","22400","21800","23020","Disable","1","1","16","16","11","11","-33","-31","11","11","11","11","-32","-30","-38","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","209","50","26","2","0","0","206","49","25","2","0","0","0","0","42","10","4","0","0","0","0","0","0","0","0","0","76518","17341","0","0","9882","69058","135","135","0","0","0","0","0","0"
"INKA004669_KBAN_I_C_I2C1 - INKA004682_KBAN_I_C_I2C2","INKA004669_KBAN_I_C_I2C1","INKA004669","2402:8100:4000:0:0:f:1f00:a45","Slot 2 / Port 2","INKA004682_KBAN_I_C_I2C2","INKA004682","2402:8100:4000:0:0:f:1f00:a44","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","16","16","-32","-32","16","16","16","16","-30","-28","-32","-30","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","65","391","17","127","0","0","62","385","16","124","0","0","0","0","12","79","2","25","0","0","0","0","0","0","0","0","79284","86186","0","0","7116","214","135","135","0","0","0","0","0","0"
"INKL301366_MLPM_I_C_I2C1 - INKL022770_MLPM_I_C_I2C1","INKL301366_MLPM_I_C_I2C1","INKL301366","2402:8100:4000:0:0:1:1f40:441","Slot 2 / Port 2","INKL022770_MLPM_I_C_I2C1","INKL022770","2402:8100:4000:0:0:1:1f40:440","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14543","14963","14501","14921","14725","15145","Disable","1","1","18","18","12","12","-32","-32","12","12","12","12","-29","-29","-34","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","68","301","15","112","0","0","65","295","14","110","0","0","0","0","13","61","2","22","100","0","0","0","0","0","0","0","75791","86069","0","0","10608","331","135","135","0","0","0","0","0","0"
"INKA004420_KBAN_I_C_I2C1 - INKA004282_KBAN_I_C_I2C2","INKA004420_KBAN_I_C_I2C1","INKA004420","2402:8100:4000:0:0:f:1f00:1e6","Slot 2 / Port 1","INKA004282_KBAN_I_C_I2C2","INKA004282","2402:8100:4000:0:0:f:1f00:1e5","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","15","15","-33","-34","15","15","15","15","-32","-33","-42","-43","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","45","115","2","19","0","0","44","113","1","19","0","0","0","0","9","23","0","3","0","0","0","0","0","0","0","0","12515","72025","0","0","73884","14375","135","135","0","0","0","0","0","0"
"INKA201677_KBAN_I_C_I2C_1 - BAN165","INKA201677_KBAN_I_C_I2C_1","INKA201677","2402:8100:4000:0:0:f:1f00:c3","Slot 2 / Port 2","BAN165","N/A","2402:8100:4000:0:0:f:1f00:c2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","5","5","-30","-33","5","5","5","5","-29","-32","-32","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","64","303","13","74","86400","0","61","298","12","72","0","0","86400","0","12","61","1","14","100","100","0","0","0","0","0","0","76194","85578","0","0","10206","822","135","135","0","0","0","0","0","0"
"INKA000178_KBAN_I_C_I2C_1 - INKA000207_KBAN_I_C_I2C1","INKA000178_KBAN_I_C_I2C_1","N/A","2402:8100:4000:0:0:f:1f00:483","Slot 2 / Port 1","INKA000207_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:482","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","11","11","-33","-33","11","11","11","11","-32","-32","-35","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","117","217","6","43","86258","86174","115","214","6","42","0","0","85706","86058","47","88","2","17","100","0","0","0","0","0","0","0","81053","85189","0","0","5346","1211","135","135","0","0","0","0","0","0"
"INKA002357_KBAN_I_C_I2C1 - INKA202882_KBAN_I_C_I2C1","INKA002357_KBAN_I_C_I2C1","INKA002357","2402:8100:4000:0:0:f:1f00:e43","Slot 2 / Port 1","INKA202882_KBAN_I_C_I2C1","INKA202882","2402:8100:4000:0:0:f:1f00:e42","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","7","7","-35","-35","7","7","7","7","-33","-33","-41","-42","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","62","286","10","76","0","0","60","281","9","75","0","0","0","0","12","63","1","16","0","0","0","0","0","0","0","0","70422","85410","0","0","15978","989","135","135","0","0","0","0","0","0"
"INKL053737_Aree_I_C_I2C1 - INKL037781_Aree_I_C_I2C1","INKL053737_Aree_I_C_I2C1","INKL053737","2402:8100:4000:0:0:1:1f40:d1","Slot 2 / Port 1","INKL037781_Aree_I_C_I2C1","INKL037781","2402:8100:4000:0:0:1:1f40:d0","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","20","20","15","15","-35","-35","15","15","15","15","-33","-33","-36","-36","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","53","288","10","96","0","0","51","283","9","94","0","0","0","0","12","66","1","21","0","0","0","0","0","0","0","0","66700","81995","0","0","19699","4404","118","118","0","0","0","0","0","0"
"INKL301061_KOOT_I_C_I2C1 - INKL302244_KOOT_I_C_I2C1","INKL301061_KOOT_I_C_I2C1","INKL301061","2402:8100:4000:0:0:1:1f40:2411","Slot 2 / Port 1","INKL302244_KOOT_I_C_I2C1","INKL302244","2402:8100:4000:0:0:1:1f40:2410","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","20","20","10","10","-38","-39","10","10","10","10","-37","-38","-39","-40","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","55","265","8","82","0","0","53","261","8","81","0","0","0","0","13","65","1","19","0","0","0","0","0","0","0","0","71356","85926","0","0","15043","473","111","111","0","0","0","0","0","0"
"INKA000106_KBAN_I_C_I2C2 - INKA205098_KBAN_I_C_I2C1","INKA000106_KBAN_I_C_I2C2","INKA000106","2402:8100:4000:0:0:f:1f00:d05","Slot 2 / Port 2","INKA205098_KBAN_I_C_I2C1","INKA204899","2402:8100:4000:0:0:f:1f00:d04","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","22526","21294","22400","21200","23020","21800","Disable","1","1","16","16","11","11","-30","-30","11","11","11","11","-29","-29","-33","-33","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","154","41","11","0","0","0","152","40","11","0","0","0","0","0","31","8","1","0","100","0","0","0","0","0","0","0","62709","4232","0","0","23691","82168","135","135","0","0","0","0","0","0"
"INKA004979_KBAN_I_C_I2C1 - IDKA105277_KBAN_I_C_I2C1","INKA004979_KBAN_I_C_I2C1","INKA004979","2402:8100:4000:0:0:f:1f00:2ee3","Slot 2 / Port 2","IDKA105277_KBAN_I_C_I2C1","IDKA105277","2402:8100:4000:0:0:f:1f00:2ee2","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","6","6","-32","-32","6","6","6","6","-31","-30","-35","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","24","81","0","4","0","0","24","80","0","4","0","0","0","0","5","16","0","0","100","0","0","0","0","0","0","0","375","33189","0","0","86025","53210","135","135","0","0","0","0","0","0"
"IDKA101948_KBAN_I_C_I2C1 - IDKA103259_KBAN_I_C_I2C2","IDKA101948_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:346","Slot 2 / Port 2","IDKA103259_KBAN_I_C_I2C2","IDKA103259","2402:8100:4000:0:0:f:1f00:345","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","20","20","20","20","-33","-35","20","20","20","20","-32","-34","-34","-37","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","8","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","213.6","213.6","44","120","0","12","46959","75772","44","118","0","11","0","0","42622","75352","10","27","0","2","0","0","0","0","0","0","0","0","4099","63391","0","0","82300","23008","118","118","0","0","0","0","0","0"
"INKL032248_TRSR_I_C_I2C1 - IDKL105673_TRSR_I_C_I2C2","INKL032248_TRSR_I_C_I2C1","INKL032248","2402:8100:4000:0:0:1:1f40:1d46","Slot 2 / Port 2","IDKL105673_TRSR_I_C_I2C2","IDKL105673","2402:8100:4000:0:0:1:1f40:1d45","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","16","16","-31","-31","16","16","16","16","-30","-30","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","61","319","10","82","0","0","59","314","9","80","0","0","0","0","12","65","1","16","0","0","0","0","0","0","0","0","67800","80709","0","0","18599","5690","135","135","0","0","0","0","0","0"
"INKL222153_BALU_I_C_I2C1 - INKL300054_BALU_I_C_I2C2","INKL222153_BALU_I_C_I2C1","INKL222153","2402:8100:4000:0:0:1:1f40:27","Slot 2 / Port 1","INKL300054_BALU_I_C_I2C2","INKL300054","2402:8100:4000:0:0:1:1f40:26","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15299","14879","15117","14697","15341","14921","Disable","1","1","20","20","16","16","-31","-32","16","16","16","16","-31","-31","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","40","247","6","67","0","0","39","243","5","66","0","0","0","0","8","54","0","14","0","0","0","0","0","0","0","0","63513","82602","0","0","22886","3797","125","125","0","0","0","0","0","0"
"INKL302452_CHAM_I_C_I2C1 - INKL205514_CHAM_I_C_I2C2","INKL302452_CHAM_I_C_I2C1","INKL302452","2402:8100:4000:0:0:1:1f40:1743","Slot 2 / Port 1","INKL205514_CHAM_I_C_I2C2","INKL205514","2402:8100:4000:0:0:1:1f40:1742","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","16","16","-31","-31","16","16","16","16","-30","-30","-35","-35","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","70","258","10","85","0","0","68","253","9","83","0","0","0","0","14","52","1","16","0","0","0","0","0","0","0","0","68805","82263","0","0","17595","4136","135","135","0","0","0","0","0","0"
"IDKL101339_TIRA_I_C_I2C1 - INKL302279_TIRA_I_C_I2C1","IDKL101339_TIRA_I_C_I2C1","IDKL101339","2402:8100:4000:0:0:1:1f40:e5b","Slot 2 / Port 2","INKL302279_TIRA_I_C_I2C1","INKL302279","2402:8100:4000:0:0:1:1f40:e5a","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","5","5","-32","-33","5","5","5","5","-32","-32","-33","-34","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","80","289","13","114","0","0","77","283","12","112","0","0","0","0","16","58","2","22","0","0","0","0","0","0","0","0","71423","86133","0","0","14976","266","135","135","0","0","0","0","0","0"
"INKL215616_PAMD_I_C_I2C1 - INKL150508_PAMD_I_C_I2C1","INKL215616_PAMD_I_C_I2C1","INKL215616","2402:8100:4000:0:0:1:1f40:1251","Slot 2 / Port 1","INKL150508_PAMD_I_C_I2C1","INKL150508","2402:8100:4000:0:0:1:1f40:1250","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14515","14935","14501","14921","14725","15145","Disable","1","1","18","18","14","14","-35","-32","14","14","14","14","-35","-31","-50","-45","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","55","250","8","80","0","0","53","246","7","79","0","0","0","0","11","50","1","15","100","0","0","0","0","0","0","0","67730","84025","0","0","18669","2375","135","135","0","0","0","0","0","0"
"INKA003832_KBAN_I_C_I2C1 - INKA004732_KBAN_I_C_I2C3","INKA003832_KBAN_I_C_I2C1","INKA003832","2402:8100:4000:0:0:f:1f00:54d","Slot 2 / Port 1","INKA004732_KBAN_I_C_I2C3","INKA004732","2402:8100:4000:0:0:f:1f00:54c","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15187","14767","15117","14697","15341","14921","Disable","1","1","18","18","2","2","-32","-32","2","2","2","2","-31","-31","-38","-39","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","46","185","5","48","83935","86189","45","182","4","47","0","0","82908","86138","9","37","0","9","0","0","0","0","0","0","0","0","56831","84592","0","0","29568","1807","135","135","0","0","0","0","0","0"
"INKL225874_VENJ_I_C_I2C1 - INKL063947_VENJ_I_C_I2C1","INKL225874_VENJ_I_C_I2C1","INKL225874","2402:8100:4000:0:0:1:1f40:1653","Slot 2 / Port 1","INKL063947_VENJ_I_C_I2C1","INKL063947","2402:8100:4000:0:0:1:1f40:1652","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","18","18","14","14","-40","-39","14","14","14","14","-38","-37","-47","-47","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86400","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","31","198","4","44","0","0","30","195","4","44","0","0","0","0","6","40","0","8","0","0","0","0","0","0","0","0","52460","81953","0","0","33940","4447","135","135","0","0","0","0","0","0"
"INKL300565_NEYY_I_C_I2C1 - INKL055957_NEYY_I_C_I2C1","INKL300565_NEYY_I_C_I2C1","INKL300565","2402:8100:4000:0:0:1:1f40:1b49","Slot 2 / Port 1","INKL055957_NEYY_I_C_I2C1","INKL055957","2402:8100:4000:0:0:1:1f40:1b48","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14879","15299","14697","15117","14921","15341","Disable","1","1","20","20","16","16","-33","-35","16","16","16","16","-32","-33","-44","-45","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","9","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","226.72","226.72","50","177","4","45","0","0","49","174","4","44","0","0","0","0","10","38","0","9","0","0","0","0","0","0","0","0","58258","84263","0","0","28141","2137","125","125","0","0","0","0","0","0"
"INKL300494_SHOR_I_C_I2C1 - INKL099331_CHEL_I_C_I2C1","INKL300494_SHOR_I_C_I2C1","INKL300494","2402:8100:4000:0:0:1:1f40:1841","Slot 2 / Port 2","INKL099331_CHEL_I_C_I2C1","INKL099331","2402:8100:4000:0:0:1:1f40:1840","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14529","14949","14501","14921","14725","15145","Disable","1","1","18","18","11","11","-30","-32","11","11","11","11","-29","-31","-31","-32","mdN_A5656X_121_1502","mdN_A5656X_121_1502","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","489.311","489.311","672.601","672.601","672.601","489.31","489.31","73","465","21","165","0","0","69","458","19","161","0","0","0","0","7","46","1","15","0","0","0","0","0","0","0","0","69027","84938","0","0","17372","1462","271","271","0","0","0","0","0","0"
"INKA201128_KBAN_I_C_I2C_1 - INKA201099_KBAN_I_C_I2C_2","INKA201128_KBAN_I_C_I2C_1","INKA201128","2402:8100:4000:0:0:f:1f00:3e5","Slot 2 / Port 2","INKA201099_KBAN_I_C_I2C_2","INKA008341","2402:8100:4000:0:0:f:1f00:3e4","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14767","15187","14697","15117","14921","15341","Disable","1","1","18","18","5","5","-29","-29","5","5","5","5","-27","-28","-31","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","48","219","3","32","73473","79090","47","216","2","31","0","0","72424","78957","10","44","0","5","100","100","0","0","0","0","0","0","31032","75188","0","0","55367","11211","135","135","0","0","0","0","0","0"
"INKL301032_MEPP_I_C_I2C1 - INKL004347_MEPP_I_C_I2C2","INKL301032_MEPP_I_C_I2C1","INKL301032","2402:8100:4000:0:0:1:1f40:dd","Slot 2 / Port 1","INKL004347_MEPP_I_C_I2C2","INKL004347","2402:8100:4000:0:0:1:1f40:dc","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14543","14963","14501","14921","14725","15145","Disable","1","1","20","20","17","17","-35","-35","17","17","17","17","-33","-34","-37","-37","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","6","0","0","0","0","0","86400","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","182.23","182.23","47","323","9","91","0","0","45","317","8","89","0","0","0","0","12","87","1","24","0","0","0","0","0","0","0","0","72448","84433","0","0","13952","1966","101","101","0","0","0","0","0","0"
"INKA008452_KBAN_I_C_I2C1 - INKA007192_KBAN_I_C_I2C1","INKA008452_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:704","Slot 2 / Port 1","INKA007192_KBAN_I_C_I2C1","N/A","2402:8100:4000:0:0:f:1f00:703","Slot 2 / Port 1","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","14907","15327","14697","15117","14921","15341","Disable","1","1","18","18","2","2","-31","-30","2","2","2","2","-30","-29","-32","-32","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","10","0","0","0","0","0","86399","86400","0","0","0","0","243.123","243.123","672.601","672.601","672.601","243.12","243.12","68","279","9","65","84674","86096","66","275","8","63","0","0","83779","85680","13","56","1","12","0","0","0","0","0","0","0","0","66350","83447","0","0","20049","2953","135","135","0","0","0","0","0","0"
"INKL302067_BALU_I_C_I2C1 - INKL209128_BALU_I_C_I2C1","INKL302067_BALU_I_C_I2C1","INKL302067","2402:8100:4000:0:0:1:1f40:32c1","Slot 2 / Port 2","INKL209128_BALU_I_C_I2C1","INKL209128","2402:8100:4000:0:0:1:1f40:32c0","Slot 2 / Port 2","MC-ABC 2+0 / XPIC 2+0","RFU-20C","RFU-20C","15327","14907","15117","14697","15341","14921","Disable","1","1","20","20","14","14","-33","-32","14","14","14","14","-32","-31","-39","-38","mdN_A2828X_157_1504","mdN_A2828X_157_1504","Adaptive","N/A","7","0","0","0","0","0","86399","86399","0","0","0","0","243.123","243.123","672.601","672.601","672.601","200.96","200.96","60","300","8","91","0","0","58","295","7","90","0","0","0","0","14","73","1","21","0","0","0","0","0","0","0","0","70328","85856","0","0","16071","543","111","111","0","0","0","0","0","0"
